,ticker,2022-10-31,2021-10-31,2020-10-31,2019-10-31
Cash and cash equivalents(figures in $M),ADI,1470.572,1977.964,1055.86,648.322
Total cash(figures in $M),ADI,1470.572,1977.964,1055.86,648.322
Net receivables(figures in $M),ADI,1800.462,1459.056,737.536,635.136
Inventory(figures in $M),ADI,1399.914,1200.61,608.26,609.886
Other current assets(figures in $M),ADI,267.044,740.687,116.032,91.782
Total current assets(figures in $M),ADI,4937.992,5378.317,2517.688,1985.126
"Gross property, plant and equipment(figures in $M)",ADI,5549.507,4935.297,3885.656,3811.257
Accumulated depreciation(figures in $M),ADI,-3148.203,-2956.246,-2765.095,-2591.268
"Net property, plant and equipment(figures in $M)",ADI,2401.304,1979.051,1120.561,1219.989
Equity and other investments(figures in $M),ADI,122.285,127.856,86.729,77.324
Goodwill(figures in $M),ADI,26913.134,26918.47,12278.425,12256.88
Intangible assets(figures in $M),ADI,13265.406,15267.17,3650.28,4217.224
Other long-term assets(figures in $M),ADI,397.341,383.938,311.856,53.716
Total non-current assets(figures in $M),ADI,45364.358,46943.754,18950.915,19407.515
Total assets(figures in $M),ADI,50302.35,52322.071,21468.603,21392.641
Current debt(figures in $M),ADI,0.0,516.663,0.0,299.667
Accounts payable(figures in $M),ADI,582.16,443.434,227.273,225.27
Taxes payable(figures in $M),ADI,265.845,332.685,182.08,187.879
Accrued liabilities(figures in $M),ADI,1052.671,1043.276,537.372,488.547
Other current liabilities(figures in $M),ADI,2442.655,2253.649,1364.986,1208.965
Total current liabilities(figures in $M),ADI,2442.655,2770.312,1364.986,1508.632
Long-term debt(figures in $M),ADI,6548.625,6253.212,5145.102,5192.252
Deferred tax liabilities(figures in $M),ADI,3622.538,3938.83,1919.595,2088.212
Other long-term liabilities(figures in $M),ADI,1223.209,1367.175,1040.975,894.357
Total non-current liabilities(figures in $M),ADI,11394.372,11559.217,8105.672,8174.821
Total liabilities(figures in $M),ADI,13837.027,14329.529,9470.658,9683.453
Common stock(figures in $M),ADI,84.88,87.554,61.582,61.385
Retained earnings(figures in $M),ADI,8721.325,7517.316,7236.238,6899.253
Accumulated other comprehensive income(figures in $M),ADI,-198.152,-186.565,-249.461,-187.799
Total stockholders' equity(figures in $M),ADI,36465.323,37992.542,11997.945,11709.188
Total liabilities and stockholders' equity(figures in $M),ADI,50302.35,52322.071,21468.603,21392.641
