,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PSX,6133.0,3147.0,2514.0,1614.0
Total cash(figures in $M),PSX,6133.0,3147.0,2514.0,1614.0
Net receivables(figures in $M),PSX,10985.0,7470.0,6522.0,8510.0
Inventory(figures in $M),PSX,3276.0,3394.0,3893.0,3776.0
Other current assets(figures in $M),PSX,1528.0,0.0,0.0,0.0
Total current assets(figures in $M),PSX,21922.0,14697.0,13276.0,14395.0
"Gross property, plant and equipment(figures in $M)",PSX,52990.0,39797.0,40223.0,38071.0
Accumulated depreciation(figures in $M),PSX,-17827.0,-17362.0,-16507.0,-14285.0
"Net property, plant and equipment(figures in $M)",PSX,35163.0,22435.0,23716.0,23786.0
Equity and other investments(figures in $M),PSX,14621.0,13512.0,13182.0,14441.0
Goodwill(figures in $M),PSX,1486.0,1484.0,1425.0,3270.0
Intangible assets(figures in $M),PSX,831.0,813.0,843.0,869.0
Other long-term assets(figures in $M),PSX,2090.0,1694.0,1837.0,1829.0
Total non-current assets(figures in $M),PSX,54520.0,40897.0,41445.0,44325.0
Total assets(figures in $M),PSX,76442.0,55594.0,54721.0,58720.0
Current debt(figures in $M),PSX,529.0,1489.0,987.0,547.0
Accounts payable(figures in $M),PSX,11323.0,8461.0,5549.0,8575.0
Accrued liabilities(figures in $M),PSX,1876.0,959.0,1058.0,835.0
Deferred revenues(figures in $M),PSX,1397.0,1254.0,1351.0,979.0
Total current liabilities(figures in $M),PSX,15889.0,12801.0,9518.0,11646.0
Long-term debt(figures in $M),PSX,16661.0,12959.0,14906.0,11216.0
Deferred tax liabilities(figures in $M),PSX,6671.0,5475.0,5644.0,5553.0
Other long-term liabilities(figures in $M),PSX,1299.0,940.0,1132.0,1454.0
Total non-current liabilities(figures in $M),PSX,26447.0,21156.0,23680.0,19905.0
Total liabilities(figures in $M),PSX,42336.0,33957.0,33198.0,31551.0
Common stock(figures in $M),PSX,7.0,7.0,6.0,6.0
Retained earnings(figures in $M),PSX,25432.0,16216.0,16500.0,22064.0
Accumulated other comprehensive income(figures in $M),PSX,-460.0,-445.0,-789.0,-788.0
Total stockholders' equity(figures in $M),PSX,29494.0,19166.0,18984.0,24910.0
Total liabilities and stockholders' equity(figures in $M),PSX,76442.0,55594.0,54721.0,58720.0
