,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),EXPD,2034.131,1728.692,1527.791,1230.491
Total cash(figures in $M),EXPD,2034.131,1728.692,1527.791,1230.491
Net receivables(figures in $M),EXPD,2107.645,3810.286,1998.055,1315.091
Other current assets(figures in $M),EXPD,118.696,108.801,110.25,92.558
Total current assets(figures in $M),EXPD,4518.017,6635.045,3963.544,2769.923
"Gross property, plant and equipment(figures in $M)",EXPD,1009.419,947.028,939.148,889.379
Accumulated depreciation(figures in $M),EXPD,-567.758,-541.677,-516.988,-478.906
"Net property, plant and equipment(figures in $M)",EXPD,1009.419,947.028,939.148,889.379
Goodwill(figures in $M),EXPD,7.927,7.927,7.927,7.927
Other long-term assets(figures in $M),EXPD,17.622,19.2,16.884,16.621
Total non-current assets(figures in $M),EXPD,1072.417,974.884,963.959,921.961
Total assets(figures in $M),EXPD,5590.434,7609.929,4927.503,3691.884
Accounts payable(figures in $M),EXPD,1108.996,2012.461,1136.859,735.695
Taxes payable(figures in $M),EXPD,47.075,86.166,45.437,23.627
Accrued liabilities(figures in $M),EXPD,479.262,403.625,257.021,189.446
Deferred revenues(figures in $M),EXPD,323.101,1142.026,379.722,154.183
Total current liabilities(figures in $M),EXPD,2054.055,3726.297,1893.043,1168.318
Deferred tax liabilities(figures in $M),EXPD,0.0,0.0,7.048,0.0
Total non-current liabilities(figures in $M),EXPD,422.844,385.641,371.233,326.347
Total liabilities(figures in $M),EXPD,2476.899,4111.938,2264.276,1494.665
Common stock(figures in $M),EXPD,1.543,1.672,1.693,1.696
Retained earnings(figures in $M),EXPD,3310.892,3620.008,2600.201,2321.316
Accumulated other comprehensive income(figures in $M),EXPD,-202.553,-130.414,-99.753,-131.187
Total stockholders' equity(figures in $M),EXPD,3110.021,3494.426,2659.637,2195.028
Total liabilities and stockholders' equity(figures in $M),EXPD,5590.434,7609.929,4927.503,3691.884
