,ticker,sentiment
2023-04-19 14:31:48,NFLX,0.2263
2023-04-19 16:12:53,NFLX,0.2263
2023-04-19 17:01:50,NFLX,0.4019
2023-04-19 17:28:15,NFLX,-0.296
2023-04-19 19:05:49,NFLX,-0.1078
2023-04-19 20:04:00,NFLX,-0.0772
2023-04-19 21:08:14,NFLX,0.4767
2023-04-19 22:07:06,NFLX,-0.7351
2023-04-19 22:15:00,NFLX,0.4404
2023-04-20 00:10:46,NFLX,-0.1531
2023-04-20 00:25:00,NFLX,0.431
2023-04-20 05:02:45,NFLX,-0.4215
2023-04-20 05:08:00,NFLX,0.6369
2023-04-20 06:55:00,NFLX,0.4404
2023-04-20 07:36:54,NFLX,0.25
2023-04-20 08:00:00,NFLX,-0.1531
2023-04-20 11:43:32,NFLX,0.8074
2023-04-20 12:50:00,NFLX,-0.4404
2023-04-20 19:30:00,NFLX,-0.7918
2023-04-20 19:41:00,NFLX,0.2023
2023-04-20 20:53:09,NFLX,0.5106
2023-04-20 21:17:36,NFLX,0.4404
2023-04-20 23:22:22,NFLX,-0.5106
2023-04-21 02:21:00,NFLX,-0.2023
2023-04-21 06:00:49,NFLX,-0.4404
2023-04-21 08:02:15,NFLX,-0.2263
2023-04-21 08:58:30,NFLX,0.2023
2023-04-21 17:15:00,NFLX,0.3818
2023-04-21 19:00:00,NFLX,0.2023
2023-04-22 05:00:32,NFLX,0.3612
2023-04-22 05:30:04,NFLX,-0.296
2023-04-22 23:44:00,NFLX,0.4404
2023-04-23 00:12:00,NFLX,0.2023
2023-04-23 02:52:00,NFLX,0.3612
2023-04-23 04:35:00,NFLX,0.6249
2023-04-23 08:00:00,NFLX,-0.34
2023-04-23 10:15:23,NFLX,0.296
2023-04-23 14:11:10,NFLX,0.4215
2023-04-23 21:40:00,NFLX,-0.3182
2023-04-24 05:06:09,NFLX,-0.4019
2023-04-24 07:07:40,NFLX,-0.128
2023-04-24 09:31:00,NFLX,0.5106
2023-04-24 10:38:00,NFLX,0.25
2023-04-24 14:02:05,NFLX,-0.296
2023-04-24 19:54:00,NFLX,0.0258
2023-04-24 22:07:56,NFLX,0.4215
2023-04-25 00:45:54,NFLX,0.4215
2023-04-25 02:00:01,NFLX,0.6597
2023-04-25 02:29:41,NFLX,0.4215
2023-04-25 06:35:00,NFLX,0.4019
2023-04-25 11:01:42,NFLX,0.7096
2023-04-25 12:00:01,NFLX,-0.4588
2023-04-25 19:20:00,NFLX,0.3352
2023-04-25 20:19:00,NFLX,0.6705
2023-04-25 21:38:00,NFLX,0.765
2023-04-26 00:06:20,NFLX,-0.2263
2023-04-26 01:33:51,NFLX,-0.3182
2023-04-26 02:32:00,NFLX,0.128
2023-04-26 03:31:10,NFLX,0.4404
2023-04-26 04:28:00,NFLX,-0.3182
2023-04-26 04:51:00,NFLX,0.4215
2023-04-26 05:32:00,NFLX,0.0258
2023-04-27 01:18:32,NFLX,-0.3612
2023-04-27 06:00:01,NFLX,0.4767
2023-04-27 07:00:00,NFLX,0.5574
2023-04-27 08:00:00,NFLX,0.4215
2023-04-27 08:18:35,NFLX,-0.3612
2023-04-27 11:09:35,NFLX,0.128
2023-04-27 12:55:00,NFLX,0.34
2023-04-27 13:02:08,NFLX,0.4576
2023-04-27 13:20:15,NFLX,-0.0516
2023-04-27 13:33:00,NFLX,-0.5719
2023-04-27 15:37:00,NFLX,0.2263
2023-04-27 18:12:00,NFLX,0.2023
2023-04-28 02:00:00,NFLX,0.4404
2023-04-28 11:49:38,NFLX,0.4215
2023-04-28 23:36:20,NFLX,0.4767
2023-04-29 01:31:32,NFLX,0.4767
2023-04-29 05:30:00,NFLX,-0.0498
2023-04-29 18:51:00,NFLX,0.2263
2023-04-30 07:11:00,NFLX,0.5267
2023-04-30 07:50:00,NFLX,0.2263
2023-04-30 21:00:20,NFLX,0.128
2023-05-01 03:00:00,NFLX,-0.2732
2023-05-01 04:21:00,NFLX,-0.128
2023-05-01 06:26:15,NFLX,0.4927
2023-05-01 09:09:02,NFLX,0.5574
2023-05-01 10:47:44,NFLX,-0.25
2023-05-01 13:52:00,NFLX,-0.128
2023-05-01 15:47:37,NFLX,0.0258
2023-05-01 16:18:09,NFLX,-0.2732
2023-05-01 16:53:08,NFLX,0.4019
2023-05-01 16:59:00,NFLX,0.25
2023-05-01 17:15:00,NFLX,-0.6808
2023-05-01 20:31:00,NFLX,-0.128
2023-05-01 20:33:00,NFLX,-0.296
2023-05-01 20:48:00,NFLX,0.3804
2023-05-01 21:47:00,NFLX,-0.6124
2023-05-01 23:06:00,NFLX,-0.128
2023-05-01 23:06:00,NFLX,-0.6808
2023-05-01 23:59:30,NFLX,-0.4404
2023-05-02 03:00:00,NFLX,-0.2263
2023-05-02 03:18:00,NFLX,0.0258
2023-05-02 04:10:00,NFLX,-0.296
2023-05-02 04:43:00,NFLX,-0.4019
2023-05-02 05:15:10,NFLX,-0.128
2023-05-02 05:36:56,NFLX,0.6915
2023-05-02 10:19:00,NFLX,-0.0516
2023-05-02 10:22:00,NFLX,0.4588
2023-05-02 20:33:00,NFLX,0.5106
2023-05-03 00:11:51,NFLX,0.3612
2023-05-03 03:54:00,NFLX,0.6124
2023-05-03 07:47:43,NFLX,0.3612
2023-05-04 03:01:00,NFLX,0.4215
2023-05-04 03:41:00,NFLX,0.4019
2023-05-05 02:02:41,NFLX,-0.4939
