,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Manipulation score(Fraud),WMB,-2.381789132883652,-1.953295742556708,-3.161720196427759,-2.8616555984697643
Altman Z-score(Fraud),WMB,-0.19149141018581597,-0.15962943450304828,-0.18942462708080504,-0.38704337882906914
McKee ratio(Fraud),WMB,0.004008071801464557,0.03629679113050192,0.34008707185308734,0.183468351024998
