,headline,final_score,datetime
0,"Quest Diagnostics Inc. stock falls Thursday, underperforms market",90,2023-05-04 09:49:00
1,Quest Diagnostics Extends Alzheimer's Disease Portfolio with New AI-Powered Test Service from uMETHOD Health,86,2023-05-04 04:00:00
2,Quest Diagnostics Inc. stock underperforms Wednesday when compared to competitors,90,2023-05-03 09:49:00
4,Quest Diagnostics Inc. stock underperforms Tuesday when compared to competitors,90,2023-05-02 09:48:00
5,Quest for Health Equity Teams Up With Health Coalition of Passaic County for Black Women's Maternal Health Week,86,2023-05-02 07:10:00
9,Quest Diagnostics downgraded to neutral at BofA on lower FY 2023-25 estimates,86,2023-05-02 03:19:00
10,Quest for Health Equity Teams Up With Health Coalition of Passaic County for Black Women`s Maternal Health Week,86,2023-05-02 02:11:00
11,Quest Diagnostics downgraded to Neutral from Buy at BofA,86,2023-05-01 22:50:00
13,Quest Diagnostics Inc. stock outperforms market on strong trading day,90,2023-05-01 09:48:00
14,Quest Diagnostics (DGX) Receives a Buy from Mizuho Securities,86,2023-05-01 05:15:00
15,"Quest Diagnostics Inc. stock falls Friday, underperforms market",90,2023-04-28 09:48:00
16,Citigroup Sticks to Its Hold Rating for Quest Diagnostics (DGX),86,2023-04-27 22:56:00
17,"Analysts Conflicted on These Healthcare Names: Baxter International (BAX), Eli Lilly & Co (LLY) and Quest Diagnostics (DGX)",86,2023-04-27 21:31:00
18,Quest Diagnostics Q1 Earnings Surpass Expectations; COVID-19 Testing Revenues Slump 80%,86,2023-04-27 10:18:46
19,Quest Diagnostics Incorporated (DGX) Q1 2023 Earnings Call Transcript,90,2023-04-27 07:57:18
20,"Quest Diagnostics (DGX) Q1 Earnings Top Estimates, Margins Down",86,2023-04-27 07:41:02
21,Quest Diagnostics beats profit estimates as routine testing demand returns,86,2023-04-27 06:31:08
22,Quest Diagnostics (DGX) Beats Q1 Earnings and Revenue Estimates,86,2023-04-27 05:05:12
23,Quest Diagnostics Reports First Quarter 2023 Financial Results; Updates Guidance for Full Year 2023,86,2023-04-27 03:44:00
24,"Quest Diagnostics to Acquire Haystack Oncology, Adding Sensitive Liquid Biopsy Technology for Improving Personalized Cancer Care to Oncology Portfolio",86,2023-04-27 03:34:00
25,Quest to acquire cancer detection test maker Haystack in all cash deal,86,2023-04-27 00:42:00
26,Quest Diagnostics to Buy Haystack Oncology for Up to $450 Million >DGX,86,2023-04-27 00:24:00
27,Quest Diagnostics: Q1 Earnings Snapshot,86,2023-04-26 23:56:00
28,Quest Diagnostics to acquire Haystack Oncology for $300M,86,2023-04-26 22:56:00
29,"Quest Diagnostics Non-GAAP EPS of $2.04 beats by $0.07, revenue of $2.33B beats by $130M",86,2023-04-26 22:52:00
30,Quest Diagnostics narrows FY23 adjusted EPS view to $8.45-$8.95 from $8.40-$9.00,86,2023-04-26 22:49:00
31,"Quest Diagnostics reports Q1 adjusted EPS $2.04, consensus $1.97",86,2023-04-26 22:46:00
33,Quest Diagnostics Q1 2023 Earnings Preview,86,2023-04-26 04:12:00
35,"Quest Diagnostics Inc. stock rises Wednesday, outperforms market",90,2023-04-25 20:50:00
36,"Quest Diagnostics Inc. stock rises Monday, outperforms market",90,2023-04-23 20:50:00
37,"Quest Diagnostics Inc. stock rises Thursday, outperforms market",90,2023-04-20 09:49:00
39,Quest Diagnostics (DGX) to Post Q1 Earnings: What's in Store?,86,2023-04-20 03:57:10
40,DGX June 16th Options Begin Trading,60,2023-04-20 03:26:00
41,Are Investors Undervaluing Quest Diagnostics Incorporated (NYSE:DGX) By 21%?,90,2023-04-19 05:37:36
42,"Quest Diagnostics Inc. stock falls Tuesday, underperforms market",90,2023-04-18 09:49:00
44,Quest Diagnostics and NewYork-Presbyterian Complete Laboratory Services Acquisition,86,2023-04-17 05:33:00
46,Quest Diagnostics Inc. stock outperforms competitors despite losses on the day,90,2023-04-14 09:48:00
47,"Quest Diagnostics Inc. stock rises Thursday, still underperforms market",90,2023-04-13 09:48:00
49,Quest Diagnostics Inc. stock underperforms Tuesday when compared to competitors despite daily gains,90,2023-04-11 09:48:00
50,Quest Diagnostics' Purpose,85,2023-04-10 11:20:00
51,Quest Diagnostics Inc. stock underperforms Monday when compared to competitors despite daily gains,90,2023-04-10 09:48:00
52,Quest Diagnostics (DGX) Advances Access to Transplant Services,86,2023-04-10 03:47:10
53,Quest Diagnostics` Purpose,85,2023-04-09 18:20:00
54,Quest Diagnostics Unveils Advanced Transplant Diagnostic Services Featuring Anywhere-Access in the United States,86,2023-04-06 10:30:00
56,Quest Diagnostics Inc. stock underperforms Wednesday when compared to competitors despite daily gains,90,2023-04-05 09:48:00
57,Quest Diagnostics (NYSE:DGX) Is Increasing Its Dividend To $0.71,86,2023-04-05 03:20:39
58,"Quest Diagnostics to Release First Quarter 2023 Financial Results on April 27, 2023",86,2023-04-04 13:00:00
60,Citigroup Upgrades Quest Diagnostics (DGX),86,2023-04-03 22:56:57
61,Quest Diagnostics upgraded to Neutral from Sell at Citi,86,2023-04-02 22:07:00
62,Quest Diagnostics upgraded to neutral at Citi on current valuation,86,2023-04-02 19:16:00
64,"Quest Diagnostics Inc. stock rises Friday, outperforms market",90,2023-03-31 09:49:00
67,"Quest Diagnostics Inc. stock falls Wednesday, underperforms market",90,2023-03-29 09:48:00
68,Investors Met With Slowing Returns on Capital At Quest Diagnostics (NYSE:DGX),86,2023-03-29 09:00:44
69,Quest Diagnostics (DGX) Upgraded to Buy: What Does It Mean for the Stock?,86,2023-03-29 09:00:04
70,The Los Angeles County Department of Public Health Joins Forces With Quest for Health Equity To Supply Blood Lead Testing at No Charge in the Exide Area,86,2023-03-29 07:15:00
73,Reasons to Retain Quest Diagnostics (DGX) Stock for Now,86,2023-03-28 08:12:03
74,Quest Diagnostics Inc. stock underperforms Monday when compared to competitors,90,2023-03-27 09:48:00
75,Quest Diagnostics (DGX) Introduces New Post-COVID-19 Panels,86,2023-03-27 08:28:03
76,Bullish Two Hundred Day Moving Average Cross - DGX,60,2023-03-24 03:05:00
77,Quest Diagnostics (DGX) Advances Transplant Testing Service,86,2023-03-23 08:19:03
78,"Quest Diagnostics Inc. stock falls Wednesday, still outperforms market",90,2023-03-22 09:48:00
79,"Sesame Workshop Launches New Resources for Parents, Caregivers, and Healthcare Providers Addressing Health and Well-Being Inequities, With Support From Quest Diagnostics",57,2023-03-22 07:40:00
80,Quest Diagnostics Inc. stock outperforms competitors on strong trading day,90,2023-03-21 09:48:00
81,Quest Diagnostics (DGX) Acquires Northern Light Laboratory,86,2023-03-21 07:43:02
84,"Quest Diagnostics (DGX) Updates Its Strategic Focus, LT Growth",86,2023-03-20 06:45:01
85,Quest Diagnostics Completes Acquisition of Northern Light Laboratory in Maine,86,2023-03-20 05:40:00
86,"Analysts Offer Insights on Healthcare Companies: Sarepta Therapeutics (SRPT), Quest Diagnostics (DGX) and Geron (GERN)",86,2023-03-20 01:32:00
87,Quest Diagnostics Remains A Solid Long-Term Company,86,2023-03-19 21:20:31
88,"Analysts Offer Insights on Healthcare Companies: Lifecore Biomedical (LFCR), Prestige Consumer Healthcare (PBH) and Quest Diagnostics (DGX)",86,2023-03-17 04:41:00
89,Interesting DGX Put And Call Options For November 17th,60,2023-03-17 02:32:00
90,Quest Diagnostics price target lowered to $160 from $170 at Truist,86,2023-03-17 01:29:00
91,"Analysts Offer Insights on Healthcare Companies: BioMarin Pharmaceutical (BMRN), Quest Diagnostics (DGX) and Globus Medical (GMED)",86,2023-03-16 21:21:00
92,"Analysts Offer Insights on Healthcare Companies: Merck & Company (MRK), Quest Diagnostics (DGX) and Fusion Pharmaceuticals (FUSN)",86,2023-03-16 21:03:00
93,Quest Diagnostics to Discuss Strategic Priorities to Drive Growth and Create Shareholder Value at 2023 Investor Day,86,2023-03-16 03:45:00
94,Quest Diagnostics to host investor day,86,2023-03-16 00:45:00
95,"Quest Diagnostics backs FY23 adjusted EPS view $8.40-$9.00, consensus $8.72",86,2023-03-15 23:36:00
96,"Quest Diagnostics Inc. stock rises Tuesday, still underperforms market",90,2023-03-14 09:49:00
98,"Quest Diagnostics Inc. stock falls Monday, underperforms market",90,2023-03-13 09:49:00
99,Quest Diagnostics Inc. stock outperforms market despite losses on the day,90,2023-03-10 08:48:00
102,"Quest Diagnostics Inc. stock falls Thursday, still outperforms market",90,2023-03-09 08:48:00
