,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),NFLX,5147.176,6027.804,8205.55,5018.437
Other short-term investments(figures in $M),NFLX,911.276,0.0,0.0,0.0
Total cash(figures in $M),NFLX,6058.452,6027.804,8205.55,5018.437
Net receivables(figures in $M),NFLX,988.898,804.32,610.819,454.399
Other current assets(figures in $M),NFLX,3208.021,2042.021,1556.03,1160.067
Total current assets(figures in $M),NFLX,9266.473,8069.825,9761.58,6178.504
"Gross property, plant and equipment(figures in $M)",NFLX,2151.998,1939.759,1454.973,981.226
Accumulated depreciation(figures in $M),NFLX,-753.741,-616.306,-494.79,-416.005
"Net property, plant and equipment(figures in $M)",NFLX,1398.257,1323.453,960.183,565.221
Intangible assets(figures in $M),NFLX,32736.713,30919.539,25383.95,24504.567
Other long-term assets(figures in $M),NFLX,5193.325,4271.846,3174.646,2727.42
Total non-current assets(figures in $M),NFLX,39328.295,36514.838,29518.779,27797.208
Total assets(figures in $M),NFLX,48594.768,44584.663,39280.359,33975.712
Current debt(figures in $M),NFLX,0.0,699.823,499.878,0.0
Accounts payable(figures in $M),NFLX,671.513,837.483,656.183,674.347
Accrued liabilities(figures in $M),NFLX,1514.65,1449.351,1102.196,843.043
Deferred revenues(figures in $M),NFLX,1264.661,1209.342,1117.992,924.745
Other current liabilities(figures in $M),NFLX,4480.15,4292.967,4429.536,4413.561
Total current liabilities(figures in $M),NFLX,7930.974,8488.966,7805.785,6855.696
Long-term debt(figures in $M),NFLX,14353.076,14693.072,15809.095,14759.26
Other long-term liabilities(figures in $M),NFLX,5533.317,5553.377,4600.239,4778.599
Total non-current liabilities(figures in $M),NFLX,19886.393,20246.449,20409.334,19537.859
Total liabilities(figures in $M),NFLX,27817.367,28735.415,28215.119,26393.555
Common stock(figures in $M),NFLX,4637.601,4024.561,3447.698,2793.929
Retained earnings(figures in $M),NFLX,17181.296,12689.372,7573.144,4811.749
Accumulated other comprehensive income(figures in $M),NFLX,-217.306,-40.495,44.398,-23.521
Total stockholders' equity(figures in $M),NFLX,20777.401,15849.248,11065.24,7582.157
Total liabilities and stockholders' equity(figures in $M),NFLX,48594.768,44584.663,39280.359,33975.712
