,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),CNX,21.321,3.565,15.617,16.283
Total cash(figures in $M),CNX,21.321,3.565,15.617,16.283
Net receivables(figures in $M),CNX,348.458,330.122,145.929,133.48
Inventory(figures in $M),CNX,27.156,6.147,9.657,6.984
Total current assets(figures in $M),CNX,573.804,459.807,273.332,498.101
"Gross property, plant and equipment(figures in $M)",CNX,12082.547,11418.124,11072.679,10759.103
Accumulated depreciation(figures in $M),CNX,-4811.189,-4372.619,-3938.451,-3435.431
"Net property, plant and equipment(figures in $M)",CNX,7271.358,7045.505,7134.228,7323.672
Equity and other investments(figures in $M),CNX,0.0,0.0,16.022,16.71
Goodwill(figures in $M),CNX,323.314,323.314,323.314,796.359
Intangible assets(figures in $M),CNX,76.99,83.543,90.095,96.647
Other long-term assets(figures in $M),CNX,25.376,56.588,16.536,15.221
Total non-current assets(figures in $M),CNX,7941.969,7640.944,7768.432,8562.705
Total assets(figures in $M),CNX,8515.773,8100.751,8041.764,9060.806
Current debt(figures in $M),CNX,0.0,0.0,22.574,0.0
Accounts payable(figures in $M),CNX,191.343,121.751,118.185,202.553
Accrued liabilities(figures in $M),CNX,290.491,287.732,198.773,216.581
Deferred revenues(figures in $M),CNX,22.095,18.984,10.986,13.964
Other current liabilities(figures in $M),CNX,782.653,521.598,42.329,40.971
Total current liabilities(figures in $M),CNX,1312.804,954.576,441.312,528.939
Long-term debt(figures in $M),CNX,2205.735,2214.121,2401.427,2754.443
Deferred tax liabilities(figures in $M),CNX,232.28,328.601,466.253,476.108
Other long-term liabilities(figures in $M),CNX,74.318,92.077,44.041,42.32
Total non-current liabilities(figures in $M),CNX,4252.508,3445.902,3178.015,3569.558
Total liabilities(figures in $M),CNX,5565.312,4400.478,3619.327,4098.497
Common stock(figures in $M),CNX,1.712,2.039,2.208,1.87
Retained earnings(figures in $M),CNX,448.993,877.894,1476.056,1971.676
Accumulated other comprehensive income(figures in $M),CNX,-6.513,-14.523,-15.184,-12.605
Total stockholders' equity(figures in $M),CNX,2950.461,3700.273,4422.437,4160.546
Total liabilities and stockholders' equity(figures in $M),CNX,8515.773,8100.751,8041.764,9060.806
