,ticker,sentiment
2023-04-05 00:51:00,FDX,0.6249
2023-04-05 00:55:00,FDX,-0.3182
2023-04-05 01:40:00,FDX,0.4576
2023-04-05 02:09:00,FDX,0.6249
2023-04-05 03:05:00,FDX,-0.5267
2023-04-05 03:21:33,FDX,0.296
2023-04-05 05:19:27,FDX,-0.2732
2023-04-05 06:02:35,FDX,-0.6808
2023-04-05 06:29:05,FDX,0.5267
2023-04-05 06:34:43,FDX,-0.4404
2023-04-05 06:49:56,FDX,-0.296
2023-04-05 06:56:54,FDX,-0.8176
2023-04-05 07:14:41,FDX,0.6705
2023-04-05 08:00:03,FDX,0.4767
2023-04-05 08:32:00,FDX,0.296
2023-04-05 08:39:45,FDX,0.8425
2023-04-05 09:14:00,FDX,0.4404
2023-04-05 09:17:00,FDX,-0.34
2023-04-05 09:34:48,FDX,-0.8176
2023-04-05 09:54:36,FDX,-0.2732
2023-04-05 10:05:30,FDX,0.296
2023-04-05 10:59:14,FDX,-0.296
2023-04-05 20:37:00,FDX,0.3818
2023-04-05 20:45:00,FDX,-0.296
2023-04-05 21:03:00,FDX,0.2732
2023-04-05 22:05:00,FDX,0.2023
2023-04-05 23:23:00,FDX,-0.3612
2023-04-06 00:45:00,FDX,0.5267
2023-04-06 01:56:00,FDX,0.2023
2023-04-06 02:54:00,FDX,0.6597
2023-04-06 04:12:00,FDX,-0.296
2023-04-06 05:52:00,FDX,0.2023
2023-04-06 06:56:01,FDX,0.4939
2023-04-06 08:41:00,FDX,0.5719
2023-04-06 09:37:00,FDX,0.504
2023-04-06 10:35:26,FDX,0.4019
2023-04-06 12:21:00,FDX,-0.3612
2023-04-06 14:11:46,FDX,0.3818
2023-04-06 15:19:34,FDX,-0.3612
2023-04-07 08:10:00,FDX,0.4404
2023-04-07 10:03:00,FDX,-0.4404
2023-04-07 21:00:00,FDX,0.3612
2023-04-08 17:20:16,FDX,0.0516
2023-04-09 05:24:02,FDX,0.3597
2023-04-09 21:17:32,FDX,0.4215
2023-04-09 23:41:00,FDX,0.2023
2023-04-11 05:02:00,FDX,-0.4215
2023-04-11 10:10:00,FDX,0.5093
2023-04-11 23:11:00,FDX,0.4215
2023-04-12 06:30:01,FDX,0.2263
2023-04-13 11:00:00,FDX,0.25
2023-04-13 19:17:08,FDX,0.296
2023-04-14 01:00:00,FDX,-0.2057
2023-04-14 05:52:42,FDX,0.6369
2023-04-14 10:07:00,FDX,0.3597
2023-04-15 03:39:00,FDX,0.2023
2023-04-16 18:56:00,FDX,0.4404
2023-04-17 06:00:00,FDX,0.5719
2023-04-18 06:53:00,FDX,0.2023
2023-04-20 03:27:00,FDX,-0.25
2023-04-20 09:54:00,FDX,0.3089
2023-04-20 11:01:15,FDX,-0.474
2023-04-24 03:12:00,FDX,0.6486
2023-04-24 20:55:00,FDX,0.3089
2023-04-24 21:58:00,FDX,0.2732
2023-04-25 07:42:24,FDX,-0.4215
2023-04-25 08:44:00,FDX,-0.4767
2023-04-25 10:47:05,FDX,0.3182
2023-04-25 14:18:15,FDX,-0.6124
2023-04-26 03:22:49,FDX,0.5106
2023-04-26 20:31:39,FDX,0.5106
2023-04-27 07:11:02,FDX,0.4019
2023-04-28 05:50:12,FDX,0.296
2023-04-28 06:00:00,FDX,0.2023
2023-04-28 06:30:01,FDX,0.3182
2023-04-28 14:45:09,FDX,-0.3716
2023-05-01 00:15:00,FDX,-0.2732
2023-05-01 03:53:46,FDX,-0.128
2023-05-01 05:00:29,FDX,0.2023
2023-05-01 05:40:00,FDX,0.2023
2023-05-01 09:54:00,FDX,0.5106
2023-05-02 03:49:00,FDX,0.2023
2023-05-03 09:54:00,FDX,0.5106
2023-05-04 19:33:00,FDX,0.6124
2023-05-04 21:00:08,FDX,0.6908
