,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),EIX,914.0,390.0,87.0,68.0
Total cash(figures in $M),EIX,914.0,390.0,87.0,68.0
Net receivables(figures in $M),EIX,1695.0,1398.0,1130.0,788.0
Inventory(figures in $M),EIX,474.0,420.0,405.0,364.0
Other current assets(figures in $M),EIX,3098.0,2231.0,1861.0,1439.0
Total current assets(figures in $M),EIX,7070.0,5491.0,5061.0,3560.0
"Gross property, plant and equipment(figures in $M)",EIX,67294.0,64137.0,59702.0,55022.0
Accumulated depreciation(figures in $M),EIX,-12366.0,-11505.0,-10775.0,-10044.0
"Net property, plant and equipment(figures in $M)",EIX,54928.0,52632.0,48927.0,44978.0
Equity and other investments(figures in $M),EIX,4003.0,4921.0,4886.0,4626.0
Other long-term assets(figures in $M),EIX,3392.0,3844.0,3303.0,5130.0
Total non-current assets(figures in $M),EIX,70971.0,69254.0,64311.0,60822.0
Total assets(figures in $M),EIX,78041.0,74745.0,69372.0,64382.0
Current debt(figures in $M),EIX,4629.0,3431.0,3427.0,1029.0
Accounts payable(figures in $M),EIX,2359.0,2002.0,1980.0,1752.0
Deferred revenues(figures in $M),EIX,167.0,193.0,243.0,302.0
Other current liabilities(figures in $M),EIX,2686.0,2401.0,4412.0,2360.0
Total current liabilities(figures in $M),EIX,10347.0,8609.0,10277.0,5523.0
Long-term debt(figures in $M),EIX,27025.0,24170.0,19632.0,17864.0
Deferred tax liabilities(figures in $M),EIX,6149.0,5740.0,5368.0,5078.0
Other long-term liabilities(figures in $M),EIX,1687.0,1733.0,2281.0,4568.0
Total non-current liabilities(figures in $M),EIX,50172.0,48347.0,43146.0,43363.0
Total liabilities(figures in $M),EIX,60519.0,56956.0,53423.0,48886.0
Common stock(figures in $M),EIX,8178.0,8048.0,5962.0,4990.0
Retained earnings(figures in $M),EIX,7454.0,7894.0,8155.0,8382.0
Accumulated other comprehensive income(figures in $M),EIX,-11.0,-54.0,-69.0,-69.0
Total stockholders' equity(figures in $M),EIX,15621.0,15888.0,14048.0,13303.0
Total liabilities and stockholders' equity(figures in $M),EIX,78041.0,74745.0,69372.0,64382.0
