,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PLD,278.483,556.117,598.086,1088.855
Total cash(figures in $M),PLD,278.483,556.117,598.086,1088.855
Net receivables(figures in $M),PLD,377.996,424.24,189.356,85.835
Total current assets(figures in $M),PLD,809.74,1972.64,2187.913,2161.282
"Gross property, plant and equipment(figures in $M)",PLD,855.327,577.408,610.501,593.798
"Net property, plant and equipment(figures in $M)",PLD,855.327,577.408,610.501,593.798
Equity and other investments(figures in $M),PLD,9698.898,8610.958,7602.014,6237.371
Intangible assets(figures in $M),PLD,1183.006,552.517,726.821,314.179
Other long-term assets(figures in $M),PLD,4801.499,1335.721,1085.325,920.607
Total non-current assets(figures in $M),PLD,87087.708,56513.58,53877.092,37870.568
Total assets(figures in $M),PLD,87897.448,58486.22,56065.005,40031.85
Current debt(figures in $M),PLD,1538.461,491.393,171.794,184.255
Accounts payable(figures in $M),PLD,1711.885,1252.767,1143.372,704.954
Taxes payable(figures in $M),PLD,99.757,105.537,86.21,65.652
Deferred revenues(figures in $M),PLD,329.78,186.368,167.973,118.123
Other current liabilities(figures in $M),PLD,4.536,10.631,16.214,41.994
Total current liabilities(figures in $M),PLD,6158.394,2064.252,1609.522,1125.014
Long-term debt(figures in $M),PLD,23875.961,17223.661,16677.282,11721.622
Deferred revenues(figures in $M),PLD,0.0,0.0,167.973,118.123
Other long-term liabilities(figures in $M),PLD,3351.783,997.977,930.167,617.945
Total non-current liabilities(figures in $M),PLD,23875.961,18679.758,18130.903,12835.052
Total liabilities(figures in $M),PLD,30034.355,20744.01,19740.425,13960.066
Common stock(figures in $M),PLD,73.179,71.346,71.342,75.266
Retained earnings(figures in $M),PLD,-457.695,-1327.828,-2394.69,-2151.168
Accumulated other comprehensive income(figures in $M),PLD,-443.609,-878.253,-1193.739,-990.398
Total stockholders' equity(figures in $M),PLD,53237.282,33426.873,31971.547,22653.127
Total liabilities and stockholders' equity(figures in $M),PLD,87897.448,58486.22,56065.005,40031.85
