,ticker,2022-06-30,2021-06-30,2020-06-30,2019-06-30
Cash and cash equivalents(figures in $M),ADP,1436.3,2575.2,1908.5,1949.2
Other short-term investments(figures in $M),ADP,0.0,0.0,0.0,0.0
Total cash(figures in $M),ADP,1436.3,2575.2,1908.5,1949.2
Net receivables(figures in $M),ADP,3170.6,2727.4,2441.3,2439.3
Other current assets(figures in $M),ADP,628.8,533.4,506.2,519.6
Total current assets(figures in $M),ADP,54804.9,40741.8,31564.1,34342.3
"Gross property, plant and equipment(figures in $M)",ADP,1103.5,1146.7,1197.6,2181.8
Accumulated depreciation(figures in $M),ADP,-1629.1,-1560.0,-1524.8,-1417.6
"Net property, plant and equipment(figures in $M)",ADP,1103.5,1146.7,1197.6,764.2
Goodwill(figures in $M),ADP,2300.5,2338.4,2309.4,2323.0
Intangible assets(figures in $M),ADP,1333.1,1210.1,1215.8,1071.5
Other long-term assets(figures in $M),ADP,937.4,825.8,458.4,934.4
Total non-current assets(figures in $M),ADP,8263.3,8030.7,7601.4,7545.4
Total assets(figures in $M),ADP,63068.2,48772.5,39165.5,41887.7
Current debt(figures in $M),ADP,136.4,23.5,1015.4,262.0
Accounts payable(figures in $M),ADP,110.2,141.1,102.0,125.5
Taxes payable(figures in $M),ADP,38.4,58.2,40.1,54.8
Accrued liabilities(figures in $M),ADP,2970.4,2873.5,2537.7,2480.1
Deferred revenues(figures in $M),ADP,188.2,203.9,212.5,220.7
Other current liabilities(figures in $M),ADP,51285.5,34403.8,25831.6,29144.5
Total current liabilities(figures in $M),ADP,55158.7,38094.8,30126.6,32627.7
Long-term debt(figures in $M),ADP,2987.1,2985.0,1002.8,2002.2
Deferred tax liabilities(figures in $M),ADP,67.0,482.9,731.9,659.9
Deferred revenues(figures in $M),ADP,335.0,362.4,370.6,399.3
Other long-term liabilities(figures in $M),ADP,924.2,834.1,837.0,798.7
Total non-current liabilities(figures in $M),ADP,4684.2,5007.6,3286.7,3860.1
Total liabilities(figures in $M),ADP,59842.9,43102.4,33413.3,36487.8
Common stock(figures in $M),ADP,63.9,63.9,63.9,63.9
Retained earnings(figures in $M),ADP,20696.3,19451.1,18436.3,17500.6
Accumulated other comprehensive income(figures in $M),ADP,-1993.7,10.6,-14.8,-257.3
Total stockholders' equity(figures in $M),ADP,3225.3,5670.1,5752.2,5399.9
Total liabilities and stockholders' equity(figures in $M),ADP,63068.2,48772.5,39165.5,41887.7
