,ticker,2022-12-31,2021-12-31,2020-12-31
Manipulation score(Fraud),XRX,-3.150052724312717,-2.845822568564861,-2.697565837717728
Altman Z-score(Fraud),XRX,-0.28600905599353144,-0.49944017361374854,-0.9447606362076769
McKee ratio(Fraud),XRX,0.5051210613851153,0.43341577551558685,0.08407986176856051
