,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total assets(figures in $M),ZION,89545.0,93200.0,81476.0,69172.0
Total liabilities(figures in $M),ZION,84652.0,85737.0,73590.0,61819.0
Common stock(figures in $M),ZION,2194.0,2368.0,3252.0,3301.0
Retained earnings(figures in $M),ZION,5811.0,5175.0,4309.0,4009.0
Accumulated other comprehensive income(figures in $M),ZION,-3112.0,-80.0,325.0,43.0
Total stockholders' equity(figures in $M),ZION,4893.0,7463.0,7886.0,7353.0
Total liabilities and stockholders' equity(figures in $M),ZION,89545.0,93200.0,81476.0,69172.0
