,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),EXPE,4096.0,4111.0,3363.0,3315.0
Other short-term investments(figures in $M),EXPE,48.0,200.0,24.0,526.0
Total cash(figures in $M),EXPE,4144.0,4311.0,3387.0,3841.0
Net receivables(figures in $M),EXPE,2078.0,1264.0,701.0,2524.0
Other current assets(figures in $M),EXPE,774.0,827.0,654.0,521.0
Total current assets(figures in $M),EXPE,8791.0,8181.0,5634.0,7735.0
"Gross property, plant and equipment(figures in $M)",EXPE,2573.0,2587.0,2831.0,2809.0
Accumulated depreciation(figures in $M),EXPE,-2744.0,-2568.0,-3289.0,-2833.0
"Net property, plant and equipment(figures in $M)",EXPE,2573.0,2587.0,2831.0,2809.0
Equity and other investments(figures in $M),EXPE,1184.0,1450.0,671.0,796.0
Goodwill(figures in $M),EXPE,7143.0,7171.0,7380.0,8127.0
Intangible assets(figures in $M),EXPE,1209.0,1393.0,1515.0,1804.0
Total non-current assets(figures in $M),EXPE,12770.0,13367.0,13056.0,13681.0
Total assets(figures in $M),EXPE,21561.0,21548.0,18690.0,21416.0
Current debt(figures in $M),EXPE,0.0,735.0,0.0,749.0
Accounts payable(figures in $M),EXPE,2656.0,2021.0,1098.0,2827.0
Taxes payable(figures in $M),EXPE,21.0,16.0,50.0,88.0
Accrued liabilities(figures in $M),EXPE,787.0,824.0,979.0,1050.0
Deferred revenues(figures in $M),EXPE,7314.0,5854.0,3279.0,6000.0
Total current liabilities(figures in $M),EXPE,10778.0,9450.0,5406.0,10714.0
Long-term debt(figures in $M),EXPE,6240.0,7715.0,8216.0,4189.0
Deferred tax liabilities(figures in $M),EXPE,52.0,58.0,67.0,56.0
Other long-term liabilities(figures in $M),EXPE,451.0,413.0,462.0,374.0
Total non-current liabilities(figures in $M),EXPE,7055.0,8546.0,9258.0,5151.0
Total liabilities(figures in $M),EXPE,17833.0,17996.0,14664.0,15865.0
Common stock(figures in $M),EXPE,0.0,0.0,1022.0,0.0
Retained earnings(figures in $M),EXPE,-1409.0,-1761.0,-1781.0,879.0
Accumulated other comprehensive income(figures in $M),EXPE,-234.0,-149.0,-178.0,-217.0
Total stockholders' equity(figures in $M),EXPE,2283.0,2057.0,2532.0,3967.0
Total liabilities and stockholders' equity(figures in $M),EXPE,21561.0,21548.0,18690.0,21416.0
