,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),CSX,1958.0,2239.0,3129.0,958.0
Other short-term investments(figures in $M),CSX,129.0,77.0,2.0,996.0
Total cash(figures in $M),CSX,2087.0,2316.0,3131.0,1954.0
Net receivables(figures in $M),CSX,1051.0,937.0,700.0,769.0
Inventory(figures in $M),CSX,341.0,339.0,302.0,261.0
Other current assets(figures in $M),CSX,1762.0,1557.0,1310.0,1324.0
Total current assets(figures in $M),CSX,3849.0,3873.0,4441.0,3278.0
"Gross property, plant and equipment(figures in $M)",CSX,34242.0,33015.0,32444.0,32168.0
Accumulated depreciation(figures in $M),CSX,-13863.0,-13490.0,-13086.0,-12932.0
"Net property, plant and equipment(figures in $M)",CSX,34242.0,33015.0,32444.0,32168.0
Equity and other investments(figures in $M),CSX,2292.0,2099.0,1985.0,1879.0
Goodwill(figures in $M),CSX,319.0,276.0,0.0,0.0
Intangible assets(figures in $M),CSX,183.0,175.0,0.0,0.0
Other long-term assets(figures in $M),CSX,1529.0,1544.0,923.0,932.0
Total non-current assets(figures in $M),CSX,38063.0,36658.0,35352.0,34979.0
Total assets(figures in $M),CSX,41912.0,40531.0,39793.0,38257.0
Current debt(figures in $M),CSX,151.0,181.0,401.0,245.0
Accounts payable(figures in $M),CSX,1130.0,963.0,809.0,1043.0
Other current liabilities(figures in $M),CSX,2320.0,2052.0,1618.0,1906.0
Total current liabilities(figures in $M),CSX,2471.0,2233.0,2019.0,2151.0
Long-term debt(figures in $M),CSX,17896.0,16185.0,16304.0,15993.0
Deferred tax liabilities(figures in $M),CSX,7569.0,7383.0,7168.0,6961.0
Other long-term liabilities(figures in $M),CSX,1351.0,1230.0,1192.0,1289.0
Total non-current liabilities(figures in $M),CSX,26816.0,24798.0,24664.0,24243.0
Total liabilities(figures in $M),CSX,29287.0,27031.0,26683.0,26394.0
Common stock(figures in $M),CSX,2066.0,2202.0,763.0,773.0
Retained earnings(figures in $M),CSX,10363.0,11630.0,12527.0,11404.0
Accumulated other comprehensive income(figures in $M),CSX,-388.0,-408.0,-598.0,-675.0
Total stockholders' equity(figures in $M),CSX,12625.0,13500.0,13110.0,11863.0
Total liabilities and stockholders' equity(figures in $M),CSX,41912.0,40531.0,39793.0,38257.0
