,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total assets(figures in $M),SCHW,551772.0,667270.0,549009.0,294000.0
Total liabilities(figures in $M),SCHW,515164.0,611009.0,492949.0,272300.0
Common stock(figures in $M),SCHW,9727.0,9975.0,7754.0,2808.0
Retained earnings(figures in $M),SCHW,31066.0,25992.0,21975.0,19960.0
Accumulated other comprehensive income(figures in $M),SCHW,-22621.0,-1109.0,5394.0,88.0
Total stockholders' equity(figures in $M),SCHW,36608.0,56261.0,56060.0,21700.0
Total liabilities and stockholders' equity(figures in $M),SCHW,551772.0,667270.0,549009.0,294000.0
