,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),DUK,409.0,343.0,259.0,311.0
Total cash(figures in $M),DUK,409.0,343.0,259.0,311.0
Net receivables(figures in $M),DUK,4415.0,3610.0,3153.0,3060.0
Inventory(figures in $M),DUK,3584.0,3199.0,3167.0,3232.0
Other current assets(figures in $M),DUK,4552.0,2788.0,2103.0,2560.0
Total current assets(figures in $M),DUK,13222.0,9940.0,8682.0,9163.0
"Gross property, plant and equipment(figures in $M)",DUK,164890.0,163229.0,157133.0,149558.0
Accumulated depreciation(figures in $M),DUK,-52100.0,-50555.0,-48827.0,-45773.0
"Net property, plant and equipment(figures in $M)",DUK,112790.0,112674.0,108306.0,103785.0
Equity and other investments(figures in $M),DUK,9092.0,11371.0,10075.0,10076.0
Goodwill(figures in $M),DUK,19303.0,19303.0,19303.0,19303.0
Other long-term assets(figures in $M),DUK,9034.0,3812.0,3601.0,3289.0
Total non-current assets(figures in $M),DUK,165039.0,159647.0,153706.0,149675.0
Total assets(figures in $M),DUK,178261.0,169587.0,162388.0,158838.0
Current debt(figures in $M),DUK,8106.0,6691.0,7111.0,6276.0
Accounts payable(figures in $M),DUK,4754.0,3629.0,3144.0,3487.0
Accrued liabilities(figures in $M),DUK,626.0,533.0,537.0,565.0
Other current liabilities(figures in $M),DUK,3892.0,3682.0,4313.0,3151.0
Total current liabilities(figures in $M),DUK,18873.0,15931.0,16305.0,14752.0
Long-term debt(figures in $M),DUK,67061.0,60448.0,55625.0,54985.0
Deferred tax liabilities(figures in $M),DUK,10006.0,9379.0,9244.0,8878.0
Other long-term liabilities(figures in $M),DUK,1502.0,1650.0,1719.0,1581.0
Total non-current liabilities(figures in $M),DUK,107402.0,102520.0,96899.0,96135.0
Total liabilities(figures in $M),DUK,126275.0,118451.0,113204.0,110887.0
Common stock(figures in $M),DUK,1963.0,1963.0,1963.0,1963.0
Retained earnings(figures in $M),DUK,2756.0,3265.0,2471.0,4108.0
Accumulated other comprehensive income(figures in $M),DUK,-140.0,-303.0,-237.0,-130.0
Total stockholders' equity(figures in $M),DUK,49441.0,49296.0,47964.0,46822.0
Total liabilities and stockholders' equity(figures in $M),DUK,178261.0,169587.0,162388.0,158838.0
