,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),DVN,1454.0,2271.0,2237.0,1464.0
Total cash(figures in $M),DVN,1454.0,2271.0,2237.0,1464.0
Net receivables(figures in $M),DVN,1767.0,1543.0,601.0,832.0
Inventory(figures in $M),DVN,201.0,0.0,0.0,0.0
Other current assets(figures in $M),DVN,469.0,352.0,248.0,279.0
Total current assets(figures in $M),DVN,3891.0,4249.0,3260.0,3851.0
"Gross property, plant and equipment(figures in $M)",DVN,18330.0,15243.0,5616.0,8836.0
Accumulated depreciation(figures in $M),DVN,-28456.0,-26263.0,-24325.0,-21383.0
"Net property, plant and equipment(figures in $M)",DVN,18330.0,15243.0,5616.0,8836.0
Equity and other investments(figures in $M),DVN,440.0,402.0,0.0,0.0
Goodwill(figures in $M),DVN,753.0,753.0,753.0,753.0
Other long-term assets(figures in $M),DVN,307.0,378.0,283.0,277.0
Total non-current assets(figures in $M),DVN,19830.0,16776.0,6652.0,9866.0
Total assets(figures in $M),DVN,23721.0,21025.0,9912.0,13717.0
Current debt(figures in $M),DVN,251.0,0.0,0.0,0.0
Accounts payable(figures in $M),DVN,859.0,500.0,242.0,428.0
Other current liabilities(figures in $M),DVN,489.0,1131.0,536.0,769.0
Total current liabilities(figures in $M),DVN,3105.0,3087.0,1440.0,1927.0
Long-term debt(figures in $M),DVN,6189.0,6482.0,4298.0,4294.0
Deferred tax liabilities(figures in $M),DVN,1463.0,287.0,0.0,341.0
Other long-term liabilities(figures in $M),DVN,900.0,1050.0,551.0,426.0
Total non-current liabilities(figures in $M),DVN,9320.0,8539.0,5453.0,5870.0
Total liabilities(figures in $M),DVN,12425.0,11626.0,6893.0,7797.0
Common stock(figures in $M),DVN,65.0,66.0,38.0,38.0
Retained earnings(figures in $M),DVN,4297.0,1692.0,208.0,3148.0
Accumulated other comprehensive income(figures in $M),DVN,-116.0,-132.0,-127.0,-119.0
Total stockholders' equity(figures in $M),DVN,11167.0,9262.0,2885.0,5802.0
Total liabilities and stockholders' equity(figures in $M),DVN,23721.0,21025.0,9912.0,13717.0
