,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PWR,428.505,229.097,184.62,164.798
Total cash(figures in $M),PWR,428.505,229.097,184.62,164.798
Net receivables(figures in $M),PWR,3674.525,3400.318,2716.083,2747.911
Inventory(figures in $M),PWR,103.265,84.659,50.472,55.719
Other current assets(figures in $M),PWR,249.569,0.0,0.0,0.0
Total current assets(figures in $M),PWR,5536.07,4732.577,3588.389,3830.986
"Gross property, plant and equipment(figures in $M)",PWR,2260.155,2160.302,1817.501,1671.023
Accumulated depreciation(figures in $M),PWR,-1650.913,-1503.498,-1372.132,-1250.197
"Net property, plant and equipment(figures in $M)",PWR,2260.155,2160.302,1817.501,1671.023
Goodwill(figures in $M),PWR,3586.745,3528.886,2121.014,2022.675
Intangible assets(figures in $M),PWR,1458.631,1801.18,435.655,413.734
Other long-term assets(figures in $M),PWR,622.736,632.244,435.713,393.264
Total non-current assets(figures in $M),PWR,7928.267,8122.612,4809.883,4500.696
Total assets(figures in $M),PWR,13464.337,12855.189,8398.272,8331.682
Current debt(figures in $M),PWR,37.495,29.166,14.764,74.869
Accounts payable(figures in $M),PWR,1302.086,1251.118,798.023,1489.559
Taxes payable(figures in $M),PWR,0.0,0.0,32.315,58.353
Accrued liabilities(figures in $M),PWR,381.995,456.392,217.305,254.338
Deferred revenues(figures in $M),PWR,1141.518,802.872,528.864,606.146
Total current liabilities(figures in $M),PWR,3406.194,3164.96,2138.556,2263.049
Long-term debt(figures in $M),PWR,3692.432,3724.474,1174.294,1292.195
Deferred tax liabilities(figures in $M),PWR,227.861,191.098,166.407,214.779
Other long-term liabilities(figures in $M),PWR,567.519,487.309,391.221,311.307
Total non-current liabilities(figures in $M),PWR,4659.324,4573.308,1910.744,2014.802
Total liabilities(figures in $M),PWR,8065.518,7738.268,4049.3,4277.851
Common stock(figures in $M),PWR,0.002,0.002,0.002,0.002
Retained earnings(figures in $M),PWR,4163.212,3714.843,3264.967,2854.271
Accumulated other comprehensive income(figures in $M),PWR,-310.677,-237.689,-232.997,-241.818
Total stockholders' equity(figures in $M),PWR,5383.464,5112.301,4344.181,4050.292
Total liabilities and stockholders' equity(figures in $M),PWR,13464.337,12855.189,8398.272,8331.682
