,ticker,sentiment
2023-04-05 06:00:01,SRE,0.5423
2023-04-05 09:29:17,SRE,0.3612
2023-04-06 06:00:01,SRE,0.25
2023-04-07 03:55:00,SRE,-0.4588
2023-04-10 18:27:58,SRE,0.34
2023-04-12 13:05:00,SRE,0.2263
2023-04-13 05:15:22,SRE,-0.1779
2023-04-15 01:56:00,SRE,0.6705
2023-04-16 18:31:00,SRE,0.4995
2023-04-18 12:10:57,SRE,0.0258
2023-04-19 01:00:00,SRE,0.2732
2023-04-19 03:09:00,SRE,-0.3182
2023-04-20 15:20:54,SRE,0.2732
2023-04-22 21:27:16,SRE,0.5719
2023-04-23 11:03:52,SRE,0.6249
2023-04-24 03:50:00,SRE,0.8625
2023-04-25 01:47:00,SRE,0.4404
2023-04-25 10:24:00,SRE,-0.2584
2023-04-27 13:15:00,SRE,0.6369
2023-05-01 08:13:21,SRE,0.2382
2023-05-01 10:24:00,SRE,0.5106
2023-05-02 09:05:00,SRE,0.7269
2023-05-03 04:21:17,SRE,-0.296
2023-05-03 11:55:53,SRE,0.5719
2023-05-03 12:44:03,SRE,0.4939
2023-05-04 01:42:00,SRE,0.2732
2023-05-04 05:24:46,SRE,0.7269
2023-05-04 10:25:00,SRE,-0.2584
2023-05-04 10:32:04,SRE,0.2732
