,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),ADSK,1947.0,1528.4,1772.2,1774.7
Other short-term investments(figures in $M),ADSK,125.0,235.7,85.0,69.0
Total cash(figures in $M),ADSK,2072.0,1764.1,1857.2,1843.7
Net receivables(figures in $M),ADSK,961.0,716.1,643.1,652.3
Other current assets(figures in $M),ADSK,308.0,0.0,0.0,0.0
Total current assets(figures in $M),ADSK,3341.0,2763.8,2699.2,2659.3
"Gross property, plant and equipment(figures in $M)",ADSK,389.0,467.0,609.5,600.5
Accumulated depreciation(figures in $M),ADSK,-488.0,-473.6,-442.7,-415.0
"Net property, plant and equipment(figures in $M)",ADSK,389.0,467.0,609.5,600.5
Equity and other investments(figures in $M),ADSK,102.0,45.4,0.0,0.0
Goodwill(figures in $M),ADSK,3625.0,3603.8,2706.5,2445.0
Intangible assets(figures in $M),ADSK,407.0,493.8,88.6,70.9
Other long-term assets(figures in $M),ADSK,560.0,492.3,412.9,347.2
Total non-current assets(figures in $M),ADSK,6097.0,5843.0,4580.6,3520.0
Total assets(figures in $M),ADSK,9438.0,8606.8,7279.8,6179.3
Current debt(figures in $M),ADSK,0.0,349.7,0.0,449.7
Accounts payable(figures in $M),ADSK,102.0,120.8,122.5,83.7
Taxes payable(figures in $M),ADSK,33.0,29.7,42.6,21.2
Accrued liabilities(figures in $M),ADSK,219.0,218.0,194.7,168.3
Deferred revenues(figures in $M),ADSK,3203.0,2863.3,2500.9,2176.1
Total current liabilities(figures in $M),ADSK,4000.0,4009.4,3254.7,3219.2
Long-term debt(figures in $M),ADSK,2281.0,2277.9,1637.2,1635.1
Deferred tax liabilities(figures in $M),ADSK,32.0,29.4,11.4,82.5
Deferred revenues(figures in $M),ADSK,1377.0,926.5,859.3,831.0
Other long-term liabilities(figures in $M),ADSK,139.0,148.9,139.8,119.8
Total non-current liabilities(figures in $M),ADSK,4293.0,3748.3,3059.6,3099.2
Total liabilities(figures in $M),ADSK,8293.0,7757.7,6314.3,6318.4
Common stock(figures in $M),ADSK,3325.0,2923.1,2578.9,2317.0
Retained earnings(figures in $M),ADSK,-1995.0,-1950.0,-1487.5,-2295.8
Accumulated other comprehensive income(figures in $M),ADSK,-185.0,-124.0,-125.9,-160.3
Total stockholders' equity(figures in $M),ADSK,1145.0,849.1,965.5,-139.1
Total liabilities and stockholders' equity(figures in $M),ADSK,9438.0,8606.8,7279.8,6179.3
