,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total assets(figures in $M),USB,674805.0,573284.0,553905.0,495426.0
Total liabilities(figures in $M),USB,623573.0,517897.0,500180.0,442943.0
Common stock(figures in $M),USB,6829.0,6392.0,6004.0,6005.0
Retained earnings(figures in $M),USB,71901.0,69201.0,64188.0,63186.0
Accumulated other comprehensive income(figures in $M),USB,-11407.0,-1943.0,322.0,-1373.0
Total stockholders' equity(figures in $M),USB,50766.0,54918.0,53095.0,51853.0
Total liabilities and stockholders' equity(figures in $M),USB,674805.0,573284.0,553905.0,495426.0
