,headline,final_score,datetime
0,Baird Maintains Parker-Hannifin (PH) Outperform Recommendation,86,2023-05-05 06:37:02
1,Q3 2023 Parker-Hannifin Corp Earnings Call,90,2023-05-04 21:43:11
3,Parker Hannifin Corp. stock outperforms market despite losses on the day,90,2023-05-04 10:18:00
5,"Parker-Hannifin (PH) Beats on Q3 Earnings, Ups Fiscal '23 View",86,2023-05-04 09:00:04
6,Parker-Hannifin Corporation 2023 Q3 - Results - Earnings Call Presentation,90,2023-05-04 07:21:48
7,"Compared to Estimates, Parker-Hannifin (PH) Q3 Earnings: A Look at Key Metrics",86,2023-05-04 06:30:01
9,Parker-Hannifin (PH) Q3 Earnings and Revenues Beat Estimates,86,2023-05-04 05:45:12
10,Parker-Hannifin Corporation (PH) Q3 2023 Earnings Call Transcript,90,2023-05-04 05:41:06
11,Parker Reports Fiscal 2023 Third Quarter Results,86,2023-05-04 04:30:00
13,Robert W. Baird Sticks to Its Buy Rating for Parker Hannifin (PH),86,2023-05-04 01:05:00
14,Parker Hannifin Raises FY23 Outlook,86,2023-05-04 00:56:00
15,"Parker Hannifin 3Q Profit, Sales Rise",86,2023-05-04 00:48:00
16,Parker-Hannifin: Fiscal Q3 Earnings Snapshot,86,2023-05-04 00:41:00
17,Parker Hannifin rises after EPS beats estimates on aerospace strength,86,2023-05-04 00:21:00
18,"Parker-Hannifin sees FY23 adjusted EPS $20.60-$20.90, consensus $19.66",86,2023-05-03 23:40:00
19,"Parker-Hannifin Non-GAAP EPS of $5.93 beats by $0.92, revenue of $5.06B beats by $270M",86,2023-05-03 23:39:00
20,"Parker-Hannifin reports Q3 EPS $5.93, consensus $5.01",86,2023-05-03 23:39:00
22,"Parker Hannifin Corp. stock falls Wednesday, still outperforms market",90,2023-05-03 10:18:00
24,Should You Buy Parker Hannifin (PH) Ahead of Earnings?,86,2023-05-03 07:40:02
25,Parker-Hannifin Q3 2023 Earnings Preview,86,2023-05-03 05:50:00
28,Is Parker-Hannifin Corporation's (NYSE:PH) 14% ROE Strong Compared To Its Industry?,90,2023-05-02 06:21:20
29,"The Zacks Analyst Blog Highlights Advanced Micro Devices, The Cigna Group, Moderna, Parker-Hannifin and Rollins",86,2023-05-02 03:10:10
30,Parker Hannifin Corp. stock underperforms Monday when compared to competitors despite daily gains,90,2023-05-01 10:17:00
31,What's in the Offing for Parker-Hannifin (PH) in Q3 Earnings?,86,2023-05-01 07:02:02
32,Parker-Hannifin bags $221.53M Army contract,86,2023-05-01 05:32:00
34,"The Zacks Analyst Blog Highlights Ingersoll Rand, Johnson Controls, Parker-Hannifin and Zebra Technologies",86,2023-05-01 04:19:11
35,Parker-Hannifin (PH) Declares $1.48 Dividend,86,2023-04-28 16:03:29
36,"Parker Hannifin Corp. stock rises Friday, still underperforms market",90,2023-04-28 10:17:00
39,"Video: Daily Dividend Report: PH,SYY,TXN,PAYX,XOM",60,2023-04-28 04:10:00
41,Parker-Hannifin awarded $221.53M Army contract,86,2023-04-27 21:22:00
42,Parker Increases Quarterly Cash Dividend,86,2023-04-27 14:00:00
43,Parker-Hannifin (PH) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,86,2023-04-27 07:02:02
46,Parker-Hannifin raises quarterly dividend by 11.3% to  $1.48/share,86,2023-04-26 21:23:00
47,"Parker Hannifin Corp. stock rises Thursday, outperforms market",90,2023-04-26 21:21:00
48,Parker-Hannifin raises quarterly dividend by 11% to $1.48 per share,86,2023-04-26 21:03:00
49,PH or IEX: Which Is the Better Value Stock Right Now?,60,2023-04-26 08:40:03
50,Parker Hannifin Corp. stock underperforms Wednesday when compared to competitors,90,2023-04-25 21:18:00
51,Parker to Announce Fiscal 2023 Third Quarter Earnings on May 4th; Conference Call and Webcast Scheduled for 11 a.m. Eastern,86,2023-04-25 15:30:00
52,"Parker Hannifin Corp. stock falls Tuesday, underperforms market",90,2023-04-24 21:18:00
53,"Parker Hannifin Corp. stock rises Monday, outperforms market",90,2023-04-23 21:19:00
54,"Parker Hannifin Corp. stock rises Friday, outperforms market",90,2023-04-20 21:18:00
55,Parker Hannifin Corp. stock outperforms competitors despite losses on the day,90,2023-04-20 10:17:00
57,"Parker Hannifin Corp. stock falls Wednesday, underperforms market",90,2023-04-19 10:17:00
58,Parker Hannifin Corp. stock underperforms Tuesday when compared to competitors,90,2023-04-18 10:17:00
59,Stifel Maintains Parker-Hannifin (PH) Buy Recommendation,86,2023-04-17 16:43:28
60,Parker Hannifin Corp. stock outperforms competitors on strong trading day,90,2023-04-17 10:17:00
61,Interesting PH Put And Call Options For January 2024,60,2023-04-17 03:00:00
62,Parker-Hannifin price target raised to $383 from $376 at Stifel,86,2023-04-17 00:42:00
65,"Parker Hannifin Corp. stock falls Friday, still outperforms market",90,2023-04-14 10:17:00
66,Wells Fargo Maintains Parker-Hannifin (PH) Overweight Recommendation,86,2023-04-13 14:38:53
67,"Parker Hannifin Corp. stock falls Thursday, underperforms market",90,2023-04-13 10:17:00
