,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),APA,245.0,302.0,262.0,247.0
Total cash(figures in $M),APA,245.0,302.0,262.0,247.0
Net receivables(figures in $M),APA,1466.0,1394.0,908.0,1062.0
Inventory(figures in $M),APA,427.0,473.0,492.0,502.0
Other current assets(figures in $M),APA,2463.0,2078.0,1584.0,1714.0
Total current assets(figures in $M),APA,2708.0,2380.0,1846.0,1961.0
"Gross property, plant and equipment(figures in $M)",APA,43624.0,8335.0,8819.0,43962.0
Accumulated depreciation(figures in $M),APA,-34612.0,-35114.0,-35674.0,-29804.0
"Net property, plant and equipment(figures in $M)",APA,9012.0,8335.0,8819.0,14158.0
Equity and other investments(figures in $M),APA,624.0,1365.0,1555.0,1258.0
Other long-term assets(figures in $M),APA,1427.0,2588.0,2081.0,1988.0
Total non-current assets(figures in $M),APA,10439.0,10923.0,10900.0,16146.0
Total assets(figures in $M),APA,13147.0,13303.0,12746.0,18107.0
Current debt(figures in $M),APA,2.0,215.0,2.0,11.0
Accounts payable(figures in $M),APA,771.0,731.0,444.0,695.0
Taxes payable(figures in $M),APA,90.0,28.0,25.0,51.0
Accrued liabilities(figures in $M),APA,575.0,443.0,398.0,614.0
Other current liabilities(figures in $M),APA,2914.0,1902.0,1306.0,1844.0
Total current liabilities(figures in $M),APA,2916.0,2117.0,1308.0,1855.0
Long-term debt(figures in $M),APA,5451.0,7295.0,8770.0,8555.0
Deferred tax liabilities(figures in $M),APA,314.0,148.0,215.0,346.0
Other long-term liabilities(figures in $M),APA,443.0,573.0,602.0,520.0
Total non-current liabilities(figures in $M),APA,8886.0,11903.0,12083.0,11787.0
Total liabilities(figures in $M),APA,11802.0,14020.0,13391.0,13642.0
Common stock(figures in $M),APA,262.0,262.0,262.0,261.0
Retained earnings(figures in $M),APA,-5814.0,-9488.0,-10461.0,-5601.0
Accumulated other comprehensive income(figures in $M),APA,14.0,22.0,14.0,16.0
Total stockholders' equity(figures in $M),APA,423.0,-1595.0,-1639.0,3255.0
Total liabilities and stockholders' equity(figures in $M),APA,13147.0,13303.0,12746.0,18107.0
