,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Manipulation score(Fraud),DHR,-2.426544429177484,-2.4071248052407377,-2.0927092422424485,-2.788056182454155
Altman Z-score(Fraud),DHR,-2.406983299403494,-2.0838536098536244,-1.8307695578914136,-1.6239686069777735
McKee ratio(Fraud),DHR,0.17234557200371634,0.18416109798682967,0.001072958430626795,0.00014473157722978697
