,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),TROW,1755.6,1523.1,2151.7,1781.8
Total cash(figures in $M),TROW,1755.6,1523.1,2151.7,1781.8
Net receivables(figures in $M),TROW,748.7,1058.3,863.1,646.6
Total current assets(figures in $M),TROW,2504.3,2581.4,3014.8,2428.4
"Gross property, plant and equipment(figures in $M)",TROW,1035.1,937.4,813.0,785.2
Accumulated depreciation(figures in $M),TROW,-1569.5,-1457.0,-1274.9,-1142.4
"Net property, plant and equipment(figures in $M)",TROW,1035.1,937.4,813.0,785.2
Equity and other investments(figures in $M),TROW,4142.6,4938.3,5946.3,5216.7
Goodwill(figures in $M),TROW,2642.8,3608.3,665.7,665.7
Intangible assets(figures in $M),TROW,629.8,913.4,0.0,0.0
Other long-term assets(figures in $M),TROW,688.7,451.2,219.2,234.4
Total non-current assets(figures in $M),TROW,9139.0,9935.2,7644.2,6902.0
Total assets(figures in $M),TROW,11643.3,12516.6,10659.0,9330.4
Accounts payable(figures in $M),TROW,406.7,431.0,187.7,214.5
Taxes payable(figures in $M),TROW,46.0,77.9,85.0,31.8
Total current liabilities(figures in $M),TROW,452.7,508.9,272.7,246.3
Other long-term liabilities(figures in $M),TROW,1956.4,2255.3,1390.3,1107.3
Total non-current liabilities(figures in $M),TROW,1956.4,2255.3,1390.3,1107.3
Total liabilities(figures in $M),TROW,1956.4,2255.3,1390.3,1107.3
Common stock(figures in $M),TROW,44.9,45.8,45.6,47.0
Retained earnings(figures in $M),TROW,8409.7,8083.6,7029.8,6443.5
Accumulated other comprehensive income(figures in $M),TROW,-53.0,-26.5,-23.0,-43.0
Total stockholders' equity(figures in $M),TROW,8839.5,9022.7,7707.0,7102.1
Total liabilities and stockholders' equity(figures in $M),TROW,11643.3,12516.6,10659.0,9330.4
