,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),SRCL,56.0,55.6,53.3,34.7
Total cash(figures in $M),SRCL,56.0,55.6,53.3,34.7
Net receivables(figures in $M),SRCL,414.5,420.4,380.7,544.3
Other current assets(figures in $M),SRCL,55.0,53.9,55.5,66.9
Total current assets(figures in $M),SRCL,558.7,575.5,552.5,706.6
"Gross property, plant and equipment(figures in $M)",SRCL,1772.3,1741.3,1066.3,1233.5
Accumulated depreciation(figures in $M),SRCL,-657.7,-685.5,-629.7,-667.8
"Net property, plant and equipment(figures in $M)",SRCL,1114.6,1055.8,1066.3,1233.5
Goodwill(figures in $M),SRCL,2784.9,2815.7,2819.3,2982.2
Intangible assets(figures in $M),SRCL,811.1,964.5,1087.4,1422.4
Other long-term assets(figures in $M),SRCL,64.8,61.6,56.4,92.3
Total non-current assets(figures in $M),SRCL,4775.4,4897.6,5029.4,5730.4
Total assets(figures in $M),SRCL,5334.1,5473.1,5581.9,6437.0
Current debt(figures in $M),SRCL,25.2,21.5,91.0,105.0
Accounts payable(figures in $M),SRCL,213.5,218.9,181.2,220.1
Accrued liabilities(figures in $M),SRCL,244.1,359.6,289.4,296.6
Other current liabilities(figures in $M),SRCL,47.9,46.2,49.3,40.4
Total current liabilities(figures in $M),SRCL,621.9,731.7,697.1,756.9
Long-term debt(figures in $M),SRCL,1484.0,1589.8,1689.1,2559.3
Deferred tax liabilities(figures in $M),SRCL,427.0,411.0,380.4,295.1
Other long-term liabilities(figures in $M),SRCL,35.9,38.9,59.2,64.2
Total non-current liabilities(figures in $M),SRCL,2287.7,2338.6,2450.4,3345.4
Total liabilities(figures in $M),SRCL,2909.6,3070.3,3147.5,4102.3
Common stock(figures in $M),SRCL,0.9,0.9,0.9,0.9
Retained earnings(figures in $M),SRCL,1410.8,1354.8,1382.6,1442.4
Accumulated other comprehensive income(figures in $M),SRCL,-276.9,-218.8,-187.4,-318.1
Total stockholders' equity(figures in $M),SRCL,2420.2,2398.7,2430.1,2330.9
Total liabilities and stockholders' equity(figures in $M),SRCL,5334.1,5473.1,5581.9,6437.0
