,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),CMG,384.0,815.374,607.987,480.626
Other short-term investments(figures in $M),CMG,515.136,260.945,343.616,400.156
Total cash(figures in $M),CMG,899.136,1076.319,951.603,880.782
Net receivables(figures in $M),CMG,106.88,99.599,104.5,80.545
Inventory(figures in $M),CMG,35.668,32.826,26.445,26.096
Other current assets(figures in $M),CMG,86.412,78.756,54.906,57.076
Total current assets(figures in $M),CMG,1175.837,1381.564,1420.237,1072.204
"Gross property, plant and equipment(figures in $M)",CMG,5253.549,4887.572,4351.496,3964.156
Accumulated depreciation(figures in $M),CMG,-1734.587,-1536.323,-1379.71,-1201.439
"Net property, plant and equipment(figures in $M)",CMG,5253.549,4887.572,4351.496,3964.156
Equity and other investments(figures in $M),CMG,388.055,274.311,102.328,0.0
Goodwill(figures in $M),CMG,21.939,21.939,21.939,21.939
Other long-term assets(figures in $M),CMG,88.124,87.572,86.896,46.305
Total non-current assets(figures in $M),CMG,5751.667,5271.394,4562.659,4032.4
Total assets(figures in $M),CMG,6927.504,6652.958,5982.896,5104.604
Accounts payable(figures in $M),CMG,184.566,163.161,121.99,115.816
Taxes payable(figures in $M),CMG,0.0,0.0,0.0,0.0
Accrued liabilities(figures in $M),CMG,317.995,335.457,367.703,282.443
Deferred revenues(figures in $M),CMG,183.071,156.351,127.75,95.195
Total current liabilities(figures in $M),CMG,921.88,873.682,822.199,666.593
Deferred tax liabilities(figures in $M),CMG,98.623,141.765,149.422,37.814
Other long-term liabilities(figures in $M),CMG,43.816,38.536,38.844,38.797
Total non-current liabilities(figures in $M),CMG,3637.601,3481.902,3140.562,2754.985
Total liabilities(figures in $M),CMG,4559.481,4355.584,3962.761,3421.578
Common stock(figures in $M),CMG,0.373,0.371,0.367,0.363
Retained earnings(figures in $M),CMG,4828.248,3929.147,3276.163,2921.448
Accumulated other comprehensive income(figures in $M),CMG,-7.888,-5.354,-4.229,-5.363
Total stockholders' equity(figures in $M),CMG,2368.023,2297.374,2020.135,1683.026
Total liabilities and stockholders' equity(figures in $M),CMG,6927.504,6652.958,5982.896,5104.604
