,ticker,2023-02-28,2022-02-28,2021-02-28,2020-02-29
Cash and cash equivalents(figures in $M),KMX,314.758,102.716,132.319,58.211
Total cash(figures in $M),KMX,314.758,102.716,132.319,58.211
Net receivables(figures in $M),KMX,298.783,560.984,239.07,191.09
Inventory(figures in $M),KMX,3726.142,5124.569,3157.159,2846.416
Other current assets(figures in $M),KMX,230.795,212.922,91.833,86.927
Total current assets(figures in $M),KMX,5041.367,6549.29,4116.796,3663.687
"Gross property, plant and equipment(figures in $M)",KMX,3976.591,3746.425,3487.215,3518.196
Accumulated depreciation(figures in $M),KMX,-1614.924,-1437.548,-1414.264,-1266.92
"Net property, plant and equipment(figures in $M)",KMX,3976.591,3746.425,3487.215,3518.196
Goodwill(figures in $M),KMX,141.258,141.258,0.0,0.0
Other long-term assets(figures in $M),KMX,600.989,490.659,283.45,258.746
Total non-current assets(figures in $M),KMX,21141.369,19788.974,17424.745,17418.495
Total assets(figures in $M),KMX,26182.736,26338.264,21541.541,21082.182
Current debt(figures in $M),KMX,579.468,532.272,452.579,433.456
Accounts payable(figures in $M),KMX,826.592,937.717,799.333,737.144
Taxes payable(figures in $M),KMX,0.0,0.0,0.218,1.389
Accrued liabilities(figures in $M),KMX,478.964,533.271,415.465,331.738
Total current liabilities(figures in $M),KMX,1938.311,2047.457,1698.548,1534.707
Long-term debt(figures in $M),KMX,17775.137,18175.019,14619.919,14944.056
Other long-term liabilities(figures in $M),KMX,332.383,357.08,434.843,393.873
Total non-current liabilities(figures in $M),KMX,18631.348,19055.368,15478.38,15778.6
Total liabilities(figures in $M),KMX,20569.659,21102.825,17176.928,17313.307
Common stock(figures in $M),KMX,79.04,80.527,81.586,81.541
Retained earnings(figures in $M),KMX,3723.094,3524.066,2887.897,2488.417
Accumulated other comprehensive income(figures in $M),KMX,97.869,-46.422,-118.691,-150.071
Total stockholders' equity(figures in $M),KMX,5613.077,5235.439,4364.613,3768.875
Total liabilities and stockholders' equity(figures in $M),KMX,26182.736,26338.264,21541.541,21082.182
